data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8059238,854,BFO4734,4734,"01 June 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Burkina Faso)",,7,27,"Western Africa","Burkina Faso",Est,Kompienga,Pama,Nadiagou,11.1574,0.8333,2,"Undisclosed Source; Facebook","Local partner-Other","On 1 June 2021, presumed JNIM militants abducted four people on the road between Nadiagou (Pama, Kompienga) and Madjoari (Madjoari, Kompienga). Two of those abducted were subsequently released.",0,1623100969,BFA
8059239,854,BFO4735,4735,"01 June 2021",2021,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara)",,2,"Civilians (Burkina Faso)","Pastoralists (Burkina Faso)",7,27,"Western Africa","Burkina Faso",Sahel,Soum,Arbinda,Orondou,14.237,-0.926,2,"Facebook; Signal","New media","On 1 June 2021, suspected JNIM or ISWAP (Greater Sahara) militants killed two people including a pastoralist man and his son in Orondou (Arbinda, Soum).",2,1623100969,BFA
8059754,466,MLI5181,5181,"01 June 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Ansongo,Bara,"Badji Gourma",15.7345,0.4033,1,"Studio Tamani",National,"Looting: On 1 June 2021, unknown gunmen seized livestock in the village of Badji Gourma (Ansongo, Gao).",0,1623100970,MLI
8059763,566,NIG20911,20911,"01 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Students (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Ondo,Okitipupa,,Okitipupa,6.5048,4.7839,1,"Sun (Nigeria)",National,"On 1 June 2021, students of a university gathered in Okitipupa (Okitipupa LGA, Ondo) in a demonstration against persistent robbery attacks and rapes against students. [size=no report]",0,1623100970,NGA
8059556,566,NIG20912,20912,"01 June 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Sokoto,Kware,,"Sabo Birni",13.2468,5.2739,2,"EONS Intelligence",National,"On 1 June 2021, military forces clashed with armed individuals on a road close to Garin Naimaimai village near Sabo Birni (Kware LGA, Sokoto). The group was moving ammunitions from Niger. During the shoot-out, 3 armed individuals died. RPG bombs and RPG chargers, guns and ammunitions were seized.",3,1623100970,NGA
8059575,854,BFO4736,4736,"01 June 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Burkina Faso)",,3,"Civilians (Burkina Faso)",,7,37,"Western Africa","Burkina Faso",Sahel,Yagha,Sebba,Tambondi,13.4114,0.5687,1,Facebook,"New media","Looting: On 1 June 2021, unknown gunmen seized livestock in the village of Tambondi (Sebba, Yagha).",0,1623100970,BFA
8059323,466,MLI5180,5180,"01 June 2021",2021,1,Battles,"Armed clash","Ansar Dine","JNIM: Group for Support of Islam and Muslims",2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2020-)",,8,28,"Western Africa",Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.4695,0.856,1,"Essor; Whatsapp; UN MINUSMA; Twitter","Other-New media","On 1 June 2021, presumed Ansar Dine (JNIM) militants fired mortar shells or rockets and launched an assault against a MINUSMA position in the town of Aguelhok (Tessalit, Kidal). Peacekeepers repelled the attack. No casualties or damages were reported.",0,1623100969,MLI
8069058,466,MLI5191,5191,"01 June 2021",2021,1,"Violence against civilians",Attack,"Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Mali)","Christian Group (Mali)",7,27,"Western Africa",Mali,Gao,Ansongo,Ouattagouna,Labbezanga,14.9563,0.696,3,"Nashir; Al Nabaa","New media","On 1 June 2021, ISWAP (Greater Sahara) claimed to have killed five 'Christians' at an unspecified location on the road between the cities of Gao (Gao, Gao) in Mali, and Niamey (Ville de Niamey, Niamey) in Niger, coded as Labbezanga (Ansongo, Gao). The group published photographs said to show the execution.",5,1623704956,MLI
8059589,566,NIG20910,20910,"01 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Students (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Kaduna,"Kaduna North",,Kaduna,10.5222,7.4383,1,"Guardian (Nigeria)",National,"On 1 June 2021, thousands of university students blocked the road leading to the Government House in Kaduna (Kaduna North LGA, Kaduna) in a demonstration against the raise in tuition fees. [size=thousands]",0,1623100970,NGA
8059593,324,GUI2035,2035,"01 June 2021",2021,1,Riots,"Mob violence","Rioters (Guinea)","Vigilante Group (Guinea)",5,"Civilians (Guinea)",,7,57,"Western Africa",Guinea,Kindia,Kindia,"Kindia Centre",Kindia,10.07,-12.85,1,"Guinee Matin",National,"On 1 June 2021, residents captured a suspected thief and beat him to death in Kindia town (Kindia Centre, Kindia). [size=no report]",1,1623100970,GIN
8059596,324,GUI2034,2034,"01 June 2021",2021,1,Battles,"Armed clash","Bako-Fadou Communal Militia (Guinea)",,4,"Dabola Communal Militia (Guinea)",,4,44,"Western Africa",Guinea,Kankan,Kankan,Kankan-Centre,Kankan,10.3854,-9.3057,2,"Guinee Matin",National,"On 1 June 2021, villagers of Bako-Fadou and Dabola villages, clashed with machetes in Tinti-Oulen sub prefecture, 22 kilometers away from Kankan town (Kankan-Centre, Kankan), over a land dispute. 15 people were injured.",0,1623100970,GIN
8059353,566,NIG20907,20907,"01 June 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","PDP: Peoples Democratic Party; Former Military Forces of Nigeria (2015-)",7,37,"Western Africa",Nigeria,Imo,"Oru East",,Awo-Omamma,5.6811,6.9418,1,"CKN Nigeria; Sahara Reporters",National-Regional,"On 1 June 2021, a PDP youth leader was shot and killed by suspected 'assassins' in his house in Awo-Omamma (Oru East LGA, Imo). The group also set his house on fire and damaged the car of his brother, a former soldier. 2 other people were also killed. The motivation for the attack is unknown.",3,1623100969,NGA
8059354,566,NIG20908,20908,"01 June 2021",2021,2,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Former Police Forces of Nigeria (2015-); Government of Nigeria (2015-)",7,37,"Western Africa",Nigeria,Plateau,"Jos South",,Bukuru,9.794,8.864,1,"HumAngle; Premium Times (Nigeria)",National,"Around 1 June 2021 (as reported), a governor's aide and former police officer was shot and killed by 3 individuals in Bukuru (Jos South LGA, Plateau). Motivation, circumstances and authorship are unknown.",1,1623100969,NGA
8070129,466,MLI5182,5182,"01 June 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)","Government of Mali (2020-2021)",7,27,"Western Africa",Mali,Sikasso,Yorosso,Boura,Boura,12.4117,-4.5393,1,"Studio Tamani; Radio Guintan; Koutiala Observateur Infos",National,"On 1 June 2021, presumed Katiba Macina (JNIM) militants set off explosives and blew up a town hall building under construction in the village of Boura (Yorosso, Sikasso).",0,1623708353,MLI
8059441,478,MAA1188,1188,"31 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Mauritania)","Labour Group (Mauritania)",6,,,0,60,"Western Africa",Mauritania,Nouakchott-Ouest,Nouakchott,Nouakchott,Nouakchott,18.0801,-15.9777,1,"Al Akhbar (Mauritania)",National,"On 31 May 2021, workers of an auto garage held a protest sit-in in Le Ksar area in Nouakchott (Nouakchott-Ouest, Nouakchott) to denounce financial fines they received by local authorities [size=no report]",0,1623100969,MRT
8059442,478,MAA1187,1187,"31 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Mauritania)","Teachers (Mauritania)",6,,,0,60,"Western Africa",Mauritania,Nouakchott-Ouest,Nouakchott,Nouakchott,Nouakchott,18.0801,-15.9777,1,"Al Akhbar (Mauritania)",National,"On 31 May 2021, teachers held a protest in front of the Ministry of Education in Nouakchott (Nouakchott) to demand an improvement of their working conditions. [size=no report]",0,1623100969,MRT
8059443,478,MAA1186,1186,"31 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Mauritania)","Teachers (Mauritania)",6,,,0,60,"Western Africa",Mauritania,Assaba,Kankossa,Hamed,"El Ayoun",15.5579,-11.18,1,"Al Akhbar (Mauritania)",National,"On 31 May 2021, teacher union groups held a protest in El Ayoun (Assaba, Kankossa) to denounce the Ministry of Education for no response to their demands socio-professional improvement of their conditions. [size=no report]",0,1623100969,MRT
8165956,204,BEN400,400,"31 May 2021",2021,1,"Violence against civilians",Attack,"Pirates (Benin)",,3,"Civilians (South Korea)","Civilians (Philippines); Fishermen (South Korea); Fishermen (Philippines)",7,37,"Western Africa",Benin,,,,"Coast of Benin",6.2375,2.1643,3,"AFP; Xinhua; Actu Benin",National-International,"On 31 May 2021, sea pirates attacked a fishing vessel in Beninese territorial waters, [coded as Coast of Benin]. The pirates abducted five crew members including four South Koreans and one Filipino.",0,1624310472,BEN
8059724,566,NIG20904,20904,"31 May 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Adamawa,Song,,Song,9.8244,12.625,2,"Sahara Reporters",Regional,"On 31 May 2021, a man was kidnapped by unidentified armed individuals in Gola village, Song LGA (Adamawa). The group demanded ransom.",0,1623100970,NGA
8059472,566,NIG20900,20900,"31 May 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Government of Nigeria (2015-)",7,37,"Western Africa",Nigeria,Niger,Minna,,Minna,9.6139,6.5569,1,Blueprint,National,"On 31 May 2021, the Chief Registrar of the National Examinations Council was killed by 'assassins' in Minna (Minna LGA, Niger).",1,1623100970,NGA
8059237,854,BFO4733,4733,"31 May 2021",2021,2,"Violence against civilians",Attack,"VDP: Volunteer for Defense of Homeland",,4,"Civilians (Burkina Faso)","Fulani Ethnic Group (Burkina Faso); Pastoralists (Burkina Faso)",7,47,"Western Africa","Burkina Faso",Centre-Nord,Bam,Kongoussi,Zoura,13.2826,-1.4764,1,"Facebook; AIB (Burkina Faso); Radio Omega","New media-National","Around 31 May 2021 (between 30 May - 1 June), presumed volunteer fighters (VDP) killed a male civilian from the Fulani community in the village of Zoura (Kongoussi, Bam).",1,1623100969,BFA
8059760,566,NIG20892,20892,"31 May 2021",2021,1,Protests,"Protest with intervention","Protesters (Nigeria)",,6,"Rioters (Nigeria)","Labour Group (Nigeria)",5,56,"Western Africa",Nigeria,Edo,Oredo,,"Benin City",6.3351,5.6275,1,"Sun (Nigeria)",National,"On 31 May 2021, hundreds of people took to the streets in Benin City (Oredo LGA, Edo) in a demonstration against insecurity in the country. Members of the state Public Works Volunteers scheme (PUWOV) destroyed banners and allegedly destroyed a laptop of a group of demonstrators, claiming that the demonstration was against the governor's administration. [size=hundreds]",0,1623100970,NGA
8059510,566,NIG20906,20906,"31 May 2021",2021,1,Battles,"Armed clash","Katsina Communal Militia (Nigeria)",,4,"Police Forces of Nigeria (2015-)",,1,14,"Western Africa",Nigeria,Katsina,Jibia,,Zandam,13.0333,7.25,1,"Daily Independent (Nigeria)",National,"On 31 May 2021, members of a Katsina militia clashed with police officers during an attack in Zandam (Jibia LGA, Katsina). During the attack, 3 civilians were killed and 5 were injured; with 3 militiamen and a police inspector also killed. The group also destroyed an uncompleted building being used as a clinic in the village.",7,1623100970,NGA
8059521,566,NIG20902,20902,"31 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Osun,Osogbo,,Oshogbo,7.7667,4.5667,1,"Daily Post (Nigeria)",National,"On 31 May 2021, a group linked to the Coalition of Civil Societies Organisations took to the streets in Oshogbo (Osogbo LGA, Osun) in a demonstration against criminality and insecurity in the country. [size=no report]",0,1623100970,NGA
8069507,566,NIG20937,20937,"31 May 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Yobe,Yunusari,,Kanama,13.0886,12.1056,1,Telegram,"New media","On 31 May 2021, ISWAP launched multiple IED attacks on a Nigerian Army convoy in Kanama (Yunusari LGA, Yobe), killing and wounding 15 soldiers. Property damage also reported. Fatalities coded as 3.",3,1623704957,NGA
8059524,566,NIG20894,20894,"31 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Oyo,Akinyele,,Ibadan,7.4333,3.9167,1,"Daily Post (Nigeria)",National,"On 31 May 2021, human rights activists took to the streets in Ibadan (Akinyele LGA, Oyo) in a demonstration against criminality and insecurity in the country. [size=no report]",0,1623100970,NGA
8059526,566,NIG20889,20889,"31 May 2021",2021,1,Battles,"Armed clash","IPOB: Indigenous Peoples of Biafra",,2,"Police Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Ebonyi,Abakaliki,,Abakaliki,6.3163,8.1169,2,"Daily Post (Nigeria)",National,"On 31 May 2021, police clashed with IPOB members on the Ogbaga road (Abakaliki LGA, Ebonyi) during an operation to halt actions of the group on the road, where vehicles were being attacked and set on fire. During the shot-out, 2 IPOB members were killed and another one was injured. The police arrested 6 members of the group and seized guns and ammunition.",2,1623100970,NGA
8059535,566,NIG20898,20898,"31 May 2021",2021,1,Battles,"Armed clash","Niger Communal Militia (Nigeria)",,4,"Mariga Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Niger,Mariga,,Mariga,10.1337,6.0248,2,"Daily Trust (Nigeria)",National,"On 31 May 2021, members of a Niger militia clashed with members of a local militia during an attack in Garin-Gabas, Mariga LGA (Niger). An unidentified number of people were killed. Fatalities coded as 3.",3,1623100970,NGA
8059536,566,NIG20897,20897,"31 May 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Niger Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Women (Nigeria)",7,47,"Western Africa",Nigeria,Niger,Mariga,,Kotonkoro,11.0311,5.9582,1,"Daily Trust (Nigeria)",National,"On 31 May 2021, members of a Niger militia kidnapped 12 people, the majority women and children, and raided Ungwan Bako, Kotonkoro (Mariga LGA, Niger).",0,1623100970,NGA
8059537,566,NIG20895,20895,"31 May 2021",2021,1,"Violence against civilians",Attack,"Kaduna Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Kaduna,Jema'a,,Kafanchan,9.5833,8.3,2,"Daily Trust (Nigeria)",National,"On 31 May 2021, 4 people were killed by members of a Kaduna militia during an attack in the Goska village (Jema'a LGA, Kaduna) [coded to Kafanchan].",4,1623100970,NGA
8059539,566,NIG20891,20891,"31 May 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Kwara,Asa,,Afon,8.3166,4.5333,2,"Daily Trust (Nigeria)",National,"On 31 May 2021, the son of a community leader was shot and killed by unidentified armed individuals inside his house in Reke village, Asa LGA (Kwara) [coded Afon].",1,1623100970,NGA
8059319,466,MLI5174,5174,"31 May 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)","Aid Workers (Mali); Labour Group (Mali)",7,27,"Western Africa",Mali,Mopti,Mopti,Konna,Konna,14.9441,-3.8904,2,"Radio Guintan; Mali Jet",National,"On 31 May 2021, suspected Katiba Macina (JNIM) militants abducted three staff members including the chief, an employee, and driver of the local NGO Economic Reconstruction and Recovery Program (PRRE) near the town of Konna (Mopti, Mopti).",0,1623100969,MLI
8059320,466,MLI5177,5177,"31 May 2021",2021,1,"Strategic developments","Looting/property destruction","Dan Na Ambassagou",,4,"Civilians (Mali)","Labour Group (Mali)",7,47,"Western Africa",Mali,Mopti,Douentza,"Dangol Bore",Noumori-Soki,15.0528,-3.3136,1,"Whatsapp; Twitter","New media","Looting: On 31 May 2021, Dana Ambassagou militiamen emptied four trucks loaded with livestock belonging to cattle traders at a checkpoint in the village of Noumori-Soki (Douentza, Mopti).",0,1623100969,MLI
